estimate_id,paper_key,study_label,effect_size_sd,se,ci_lower,ci_upper,learning_domain,outcome,outcome_timing,n_treatment,n_control,n_total,treatment,control,notes,included_in_curated_subset,coding_notes,is_own_paper,comparison_type,outcome_with_ai,is_subgroup,subgroup,estimation_method,estimand,design_class
learnlm_team_2026__est76,learnlm_team_2026,"LearnLM, Sierra Leone",0.258,0.115,0.027,0.488,Math,"IRT-scaled endline math assessment (Oxford MeasurEd), unassisted; intent-to-treat",immediate,712,711,1423,"Gemini ""Guided Learning"" integrated by teachers into half of weekly math lessons (~12h over 8 weeks, students in pairs)","standard instruction, no AI","Table C.4 col 2 (baseline-adjusted ANCOVA); the paper's headline intent-to-treat estimate, in SD units of the IRT-scaled endline math score. Stored Ns are the analyzed balanced panel (present at both baseline and endline), N=1,423 = 712 treatment + 711 control (Table C.2); the enrolled sample of 1,763 appears on the study card. (Previously stored n_total was the enrolled 1,763; corrected in the 2026-07 W. Erda verification rount); baseline N=1,547, endline N=1,637. 95% CI [0.027, 0.488], p=0.029. Unadjusted ITT = +0.216 SD (SE 0.137, not significant); fully adjusted (adds gender, age) = +0.259 SD (95% CI [0.025, 0.494], p=0.031). Authors benchmark 0.258 SD as roughly 1.2-1.7 years of extra learning in LMICs and a 50th-to-60th percentile move. Gemini 2.5 Pro for first six weeks, 3.0 Pro for final three weeks. Uptake: 69.0% of the 871 treatment students reached the requested 12h; treatment classrooms averaged ~15h. Field monitors (one per school, 12 total) documented no spillover beyond two isolated incidents, and any spillover would attenuate the estimate. Heterogeneity: effect rises +0.195 SD per baseline-math SD (p=0.002), favoring higher-baseline students.",true,,false,ai_vs_bau,false,false,,"OLS with baseline math+reading scores, block FE; SE clustered at classroom (48 clusters)",ITT,field_rct
learnlm_team_2026__est77,learnlm_team_2026,"LearnLM Team, IRT-scaled endline math assessment (Oxfo",0.38,0.169,0.04,0.719,Math,"IRT-scaled endline math assessment (Oxford MeasurEd), unassisted",immediate,,,1423,"Gemini ""Guided Learning"" integrated by teachers into half of weekly math lessons (~12h over 8 weeks, students in pairs) -- TOT: students completing the requested 12 hours of use","standard instruction, no AI","Table C.7 col 2 (baseline-adjusted); 2SLS treatment-on-the-treated using random assignment as an instrument for completing the requested 12 hours of Guided Learning. This is the local effect of actually completing 12h (complier-type), not a population ATE. Stored n_total is the analyzed balanced panel N=1,423 (2SLS row: no clean treated/control split, arm Ns left blank); the enrolled 1,763 appears on the study card. Estimated on the balanced panel N=1,423. 95% CI [0.040, 0.719], p=0.029. Unadjusted = +0.292 SD (SE 0.186, not significant); fully adjusted = +0.382 SD (95% CI [0.035, 0.729], p=0.032). Companion per-hour dosage IV (Table C.6 col 2) = +0.016 SD per hour (95% CI [0.002, 0.031], p=0.026). Same block fixed effects, classroom-clustered SEs (48 clusters), and Gemini 2.5/3.0 Pro model caveats as the ITT row.",false,,false,ai_vs_bau,false,false,,"2SLS: assignment instruments completing 12h; baseline-adjusted, block FE, classroom-clustered SEs",TOT (IV),field_rct
stromberg_etal_2026__est80,stromberg_etal_2026,"Stromberg et al., Monthly closed-book in-class exam score,",-1.366,0.0279,,,Mixed,"Monthly closed-book in-class exam score, average of 7-9 subjects, months 6-10 after adoption",immediate,,,26811,"Generative AI adoption for schoolwork (self-reported first-use month; general chatbots: Doubao, DeepSeek, ChatGLM, Ernie Bot, Qwen)",Never-AI students (no generative AI use through June 2025),"Staggered DiD (Callaway-Sant'Anna regression adjustment) vs never-AI students, SEs clustered by class (524 classes). Raw effect -20.05 pct of baseline mean (SE 0.41), Table A2; SD units via monthly-exam SD 14.68 (Table 1); authors state the -20 pct effect equals a 1.4 SD fall (sec 4.2). Overall ATT including the ramp-up period: -13.48 (SE 0.27). Adoption month self-reported in a June 2025 survey.",false,not RCT (staggered DiD on self-reported adoption timing vs never-adopters); d converted from percent-of-baseline effect using the reported outcome SD,false,ai_vs_bau,false,false,,"Callaway-Sant'Anna staggered DiD (regression adjustment), never-treated comparison, class-clustered SEs","ATT, months 6-10 after adoption",observational
stromberg_etal_2026__est81,stromberg_etal_2026,"Stromberg et al., Zhongkao high-school entrance exam score",-0.324,0.0236,,,Mixed,Zhongkao high-school entrance exam score (grade 9; centrally designed and graded),immediate,,,4034,"Generative AI adoption for schoolwork (self-reported first-use month; general chatbots: Doubao, DeepSeek, ChatGLM, Ernie Bot, Qwen)",Never-AI students (no generative AI use through June 2025),"OLS: AI-adopter indicator with pre-AI exam score, demographic controls, class FE (Table 2 col 2: -5.198, SE 0.378; SD dep var 16.028). Dynamic DiD estimates reach -24 pct (about -1.5 SD) for students who adopted 2+ years before the exam (sec 4.5). Authors note entrance-exam identification is weaker than for monthly exams (exam observed once, no pre-trend test). 2022 pre-AI placebo: 0.104 (SE 0.351), col 7.",false,not RCT; cross-sectional OLS with pre-AI-score and class-FE adjustment (entrance exam observed once; no pre-trend test possible),false,ai_vs_bau,false,false,,"OLS with pre-AI exam score, demographic controls, class fixed effects",Adjusted mean difference (AI adopters vs never-AI),observational
stromberg_etal_2026__est82,stromberg_etal_2026,"Stromberg et al., Gaokao college entrance exam score (grad",-0.36,0.0422,,,Mixed,Gaokao college entrance exam score (grade 12; provincially administered),immediate,,,4260,"Generative AI adoption for schoolwork (self-reported first-use month; general chatbots: Doubao, DeepSeek, ChatGLM, Ernie Bot, Qwen)",Never-AI students (no generative AI use through June 2025),"OLS: AI-adopter indicator with pre-AI exam score, demographic controls, class FE (Table 2 col 5: -5.309, SE 0.623; SD dep var 14.765). Dynamic DiD estimates reach -18 pct (about -1.2 SD) for students who adopted 2+ years before the exam (sec 4.5). Authors note entrance-exam identification is weaker than for monthly exams.",false,not RCT; cross-sectional OLS with pre-AI-score and class-FE adjustment (entrance exam observed once; no pre-trend test possible),false,ai_vs_bau,false,false,,"OLS with pre-AI exam score, demographic controls, class fixed effects",Adjusted mean difference (AI adopters vs never-AI),observational
stromberg_etal_2026__est83,stromberg_etal_2026,"Stromberg et al., Homework score (platform-graded; AI avai",1.9,0.0199,,,Mixed,"Homework score (platform-graded; AI available while completing homework), months 6-10 after adoption",immediate,,,18345,"Generative AI adoption for schoolwork (self-reported first-use month; general chatbots: Doubao, DeepSeek, ChatGLM, Ernie Bot, Qwen)",Never-AI students (no generative AI use through June 2025),"Homework completed with AI in hand (productivity, not learning): +18.13 pct of baseline mean (SE 0.19), Table A2, CS DiD vs never-AI students; authors state the 18 pct effect equals 1.9 SD (sec 4.1), SE scaled by the same factor. Completion time falls ~19 minutes (64 to ~45). 81 pct of students using AI for 5+ months show homework-outsourcing patterns: very short completion times with high scores (sec 5.1).",false,not RCT; outcome measured with AI available; SD conversion uses the authors' stated 18 pct = 1.9 SD equivalence,false,ai_vs_bau,true,false,,"Callaway-Sant'Anna staggered DiD (regression adjustment), never-treated comparison, class-clustered SEs","ATT, months 6-10 after adoption",observational
franco_etal_2026__est85,franco_etal_2026,"Franco et al., AI-assisted",0.041,0.101,-0.157,0.239,Language,"Esperanto exam (15 MCQ, unaided, immediate)",immediate,181,201,382,"ChatGPT (AI-assisted, no usage guidance)","Browsing only (Google allowed, AI sites blocked)","Covariate-adjusted coefficient (Table 2, col 1). Preregistered AEARCTR-0014930. AI arms attempted 4.2-5.8 fewer practice questions than control.",true,Exam-score SD not reported; standardized by SD=1.9 backed out from regression standard errors; control tail shares imply 1.7-2.0 under normality.,false,ai_vs_bau,false,false,,OLS with baseline covariates,ITT,lab_rct
franco_etal_2026__est86,franco_etal_2026,"Franco et al., AI-guided",-0.123,0.099,-0.317,0.071,Language,"Esperanto exam (15 MCQ, unaided, immediate)",immediate,190,201,391,ChatGPT + brief written guidance (AI-guided),"Browsing only (Google allowed, AI sites blocked)","Covariate-adjusted coefficient (Table 2, col 1). Guided arm imbalanced on high-GPA share (21.6 vs 37.3 percent in control); covariates included. Guidance reduced verbatim copy-pasting of practice questions.",true,Exam-score SD not reported; standardized by SD=1.9 backed out from regression standard errors; control tail shares imply 1.7-2.0 under normality.,false,ai_vs_bau,false,false,,OLS with baseline covariates,ITT,lab_rct
contractor_reyes_2026__sg1,contractor_reyes_2026,"Contractor and Reyes (2026), Writing style & clarity (S2 essay)",0.304,0.125,0.059,0.549,General knowledge,Essay quality component: writing style & clarity (S2),delayed,,,197,ChatGPT access during practice,No AI access,,false,,false,ai_vs_bau,false,true,Essay component,OLS (double-lasso controls),ITT,lab_rct
contractor_reyes_2026__sg2,contractor_reyes_2026,"Contractor and Reyes (2026), Evidence & examples (S2 essay)",0.232,0.145,-0.0522,0.5162,General knowledge,Essay quality component: evidence & examples (S2),delayed,,,197,ChatGPT access during practice,No AI access,,false,,false,ai_vs_bau,false,true,Essay component,OLS (double-lasso controls),ITT,lab_rct
contractor_reyes_2026__sg3,contractor_reyes_2026,"Contractor and Reyes (2026), Structure & organization (S2 essay)",0.153,0.13,-0.1018,0.4078,General knowledge,Essay quality component: structure & organization (S2),delayed,,,197,ChatGPT access during practice,No AI access,,false,,false,ai_vs_bau,false,true,Essay component,OLS (double-lasso controls),ITT,lab_rct
contractor_reyes_2026__sg4,contractor_reyes_2026,"Contractor and Reyes (2026), Relevance to prompt (S2 essay)",0.264,0.128,0.01312,0.51488,General knowledge,Essay quality component: relevance to prompt (S2),delayed,,,197,ChatGPT access during practice,No AI access,,false,,false,ai_vs_bau,false,true,Essay component,OLS (double-lasso controls),ITT,lab_rct
contractor_reyes_2026__sg5,contractor_reyes_2026,"Contractor and Reyes (2026), Factual accuracy (S2 essay)",0.229,0.139,-0.04344,0.50144,General knowledge,Essay quality component: factual accuracy (S2),delayed,,,197,ChatGPT access during practice,No AI access,,false,,false,ai_vs_bau,false,true,Essay component,OLS (double-lasso controls),ITT,lab_rct
barcaui_2025__sg1,barcaui_2025,"Barcaui (2025), Technical topics",-0.92,0.2244897959,-1.36,-0.48,General knowledge,Retention test (Technical Topics subset),delayed,,,85,ChatGPT (GPT-4),Traditional study (no AI),,false,,false,ai_vs_bau,false,true,Topic: Technical,t-test (mean comparison),ATE (complete-case),field_rct
barcaui_2025__sg2,barcaui_2025,"Barcaui (2025), Ethics topics",-0.45,0.2244897959,-0.89,-0.01,General knowledge,Retention test (Ethics and Society subset),delayed,,,85,ChatGPT (GPT-4),Traditional study (no AI),,false,,false,ai_vs_bau,false,true,Topic: Ethics,t-test (mean comparison),ATE (complete-case),field_rct
barcaui_2025__sg3,barcaui_2025,"Barcaui (2025), Other topics",-0.6,0.2244897959,-1.04,-0.16,General knowledge,Retention test (Other Topics subset),delayed,,,85,ChatGPT (GPT-4),Traditional study (no AI),,false,,false,ai_vs_bau,false,true,Topic: Other,t-test (mean comparison),ATE (complete-case),field_rct
barcaui_2025__sg4,barcaui_2025,"Barcaui (2025), Recent/initial AI users",-0.89,0.3418367347,-1.56,-0.22,General knowledge,Retention test (recent/initial AI users),delayed,,,26,ChatGPT (GPT-4),Traditional study (no AI),Within-stratum AI-vs-traditional comparison; n=26 counts completers in BOTH arms of the recent/initial-user stratum (31% of the 85 completers). d=0.89 confirmed in the paper's Fig 7 caption (sign flipped to the atlas convention).,false,,false,ai_vs_bau,false,true,Prior AI exposure: Recent,t-test (mean comparison),ATE (complete-case),field_rct
barcaui_2025__sg5,barcaui_2025,"Barcaui (2025), Frequent AI users",-0.41,0.25,-0.9,0.08,General knowledge,Retention test (frequent AI users),delayed,,,53,ChatGPT (GPT-4),Traditional study (no AI),Within-stratum AI-vs-traditional comparison; n=53 counts completers in BOTH arms of the frequent-user stratum (62% of the 85 completers).,false,,false,ai_vs_bau,false,true,Prior AI exposure: Frequent,t-test (mean comparison),ATE (complete-case),field_rct
bastani_etal_2025__sg1,bastani_etal_2025,"Bastani et al. (2025), GPT Base, below-median GPA (unassisted exam)",-0.152,0.087,-0.32252,0.01852,Math,Normalized grade on unassisted exam (below-median GPA),immediate,,,2848,GPT Base,No AI access,,false,,false,ai_vs_bau,false,true,Prior achievement: Below median,OLS (treatment x below-median GPA interaction),ITT,field_rct
bastani_etal_2025__sg2,bastani_etal_2025,"Bastani et al. (2025), GPT Tutor, below-median GPA (unassisted exam)",-0.051,0.054,-0.15684,0.05484,Math,Normalized grade on unassisted exam (below-median GPA),immediate,,,2848,GPT Tutor,No AI access,,false,,false,ai_vs_bau,false,true,Prior achievement: Below median,OLS (treatment x below-median GPA interaction),ITT,field_rct
bastani_etal_2025__sg3,bastani_etal_2025,"Bastani et al. (2025), GPT Tutor vs GPT Base (unassisted exam)",0.101,0.043,0.01672,0.18528,Math,Normalized grade on unassisted exam (pairwise AI arms),immediate,,,,GPT Tutor (with guardrails),GPT Base (unrestricted),"Pairwise GPT Tutor vs GPT Base contrast (Table 4, raw diff 0.028 [0.005, 0.052] / exam SD 0.277); two-arm N not reported (2,848 is the three-arm regression sample).",false,,false,ai_design,false,true,AI design comparison,OLS / pairwise t-test (arm vs arm),ITT,field_rct
de_simone_etal_2025__sg1,de_simone_etal_2025,"De Simone et al. (2025), AI knowledge subscore",0.309,0.077,0.15808,0.45992,Language,AI knowledge subscore (final assessment),immediate,,,654,AI tutoring sessions (Microsoft Copilot/GPT-4),Business-as-usual classroom instruction,,false,,false,ai_vs_bau,false,true,Subscore: AI knowledge,"ANCOVA (OLS, baseline control + school FE)",ITT,field_rct
de_simone_etal_2025__sg2,de_simone_etal_2025,"De Simone et al. (2025), Digital skills subscore",0.139,0.076,-0.00996,0.28796,Language,Digital skills subscore (final assessment),immediate,,,654,AI tutoring sessions (Microsoft Copilot/GPT-4),Business-as-usual classroom instruction,,false,,false,ai_vs_bau,false,true,Subscore: Digital skills,"ANCOVA (OLS, baseline control + school FE)",ITT,field_rct
fan_etal_2025__sg1,fan_etal_2025,"Fan et al. (2024), Essay improvement, AI vs Human Expert",0.66,0.269,0.13276,1.18724,Writing,Essay score improvement (post-revision minus pre-revision),immediate,35,25,60,ChatGPT 4.0 during revision,Human expert support,,false,,false,ai_vs_active,true,true,AI vs Human Expert,ANOVA + Tukey HSD (mean comparison),ATE,lab_rct
fan_etal_2025__sg2,fan_etal_2025,"Fan et al. (2024), Essay improvement, AI vs Checklist tool",0.75,0.257,0.24628,1.25372,Writing,Essay score improvement (post-revision minus pre-revision),immediate,35,30,65,ChatGPT 4.0 during revision,Checklist writing analytics tool,,false,,false,ai_vs_active,true,true,AI vs Checklist,ANOVA + Tukey HSD (mean comparison),ATE,lab_rct
fan_etal_2025__sg3,fan_etal_2025,"Fan et al. (2024), Knowledge gain, AI vs Human Expert",0.45,0.275,-0.089,0.989,Writing,Knowledge gain (pre-post test on AI in education),immediate,33,23,56,ChatGPT 4.0 during revision,Human expert support,,false,,false,ai_vs_active,false,true,AI vs Human Expert,ANOVA + Tukey HSD (mean comparison),ATE,lab_rct
fan_etal_2025__sg4,fan_etal_2025,"Fan et al. (2024), Knowledge gain, AI vs Checklist",0.22,0.269,-0.30724,0.74724,Writing,Knowledge gain (pre-post test on AI in education),immediate,33,24,57,ChatGPT 4.0 during revision,Checklist writing analytics tool,,false,,false,ai_vs_active,false,true,AI vs Checklist,ANOVA + Tukey HSD (mean comparison),ATE,lab_rct
fan_etal_2025__sg5,fan_etal_2025,"Fan et al. (2024), Knowledge transfer, AI vs CN",-0.02,0.26,-0.5296,0.4896,Writing,"Knowledge transfer (AI in healthcare, 10-item MCQ)",immediate,34,26,60,ChatGPT 4.0 during revision,No additional support,Post-test within one day of the task (same wave as knowledge gain; coded immediate). Transfer domain: AI in healthcare. The paper's Table A3 caption is generic ('posttest score'); body text p.16 identifies it as the transfer test.,false,,false,ai_vs_bau,false,true,Transfer outcome,ANOVA + Tukey HSD (mean comparison),ATE,lab_rct
hausman_etal_2025__sg1,hausman_etal_2025,"Hausman et al. (2025), Male students (Year 2)",,,,,Mixed,"Course grade (0-100), male students",immediate,,,200672,AI-compatible courses post-ChatGPT (male),AI-incompatible courses (DiD),"Raw DiD effect: +1.374 grade points (0-100 scale), SE 0.470 (Table 3). Not in SD units.",false,,false,ai_vs_bau,false,true,Gender: Male,difference-in-differences,ITT,observational
hausman_etal_2025__sg2,hausman_etal_2025,"Hausman et al. (2025), Young students (<26, Year 2)",,,,,Mixed,"Course grade (0-100), young students",immediate,,,238466,AI-compatible courses post-ChatGPT (age<26),AI-incompatible courses (DiD),"Raw DiD effect: +2.079 grade points (0-100 scale), SE 0.537 (Table 3). Not in SD units.",false,,false,ai_vs_bau,false,true,Age: <26,difference-in-differences,ITT,observational
hausman_etal_2025__sg3,hausman_etal_2025,"Hausman et al. (2025), Advanced courses (Year 2)",,,,,Mixed,"Course grade (0-100), advanced courses",immediate,,,254662,AI-compatible advanced courses post-ChatGPT,AI-incompatible advanced courses (DiD),"Raw DiD effect: +1.466 grade points (0-100 scale), SE 0.511 (Table 3). Not in SD units.",false,,false,ai_vs_bau,false,true,Course level: Advanced,difference-in-differences,ITT,observational
hausman_etal_2025__sg4,hausman_etal_2025,"Hausman et al. (2025), STEM courses (Year 2)",,,,,Math,"Course grade (0-100), STEM courses",immediate,,,119260,AI-compatible STEM post-ChatGPT,AI-incompatible STEM (DiD),"Raw DiD effect: +1.269 grade points (0-100 scale), SE 0.969, not significant (Table 3). Not in SD units.",false,,false,ai_vs_bau,false,true,Domain: STEM,difference-in-differences,ITT,observational
hausman_etal_2025__sg5,hausman_etal_2025,"Hausman et al. (2025), Large classes (>25, Year 2)",,,,,Mixed,"Course grade (0-100), classes >25 students",immediate,,,435675,AI-compatible large courses post-ChatGPT,AI-incompatible large courses (DiD),"Raw DiD effect: +1.671 grade points (0-100 scale), SE 0.453 (Table 3). Not in SD units.",false,,false,ai_vs_bau,false,true,Class size: Large,difference-in-differences,ITT,observational
hausman_etal_2025__sg6,hausman_etal_2025,"Hausman et al. (2025), Median grade (Year 1)",,,,,Mixed,50th percentile grade (Year 1),immediate,,,10076,AI-compatible courses post-ChatGPT,AI-incompatible courses (DiD),"Raw DiD effect: +1.272 grade points at the median (0-100 scale), SE 0.612 (Table 4). Not in SD units.",false,,false,ai_vs_bau,false,true,Percentile: 50th,difference-in-differences,ITT,observational
hausman_etal_2025__sg7,hausman_etal_2025,"Hausman et al. (2025), AI-incompatible advanced (cohort experience)",,,,,Mixed,Grade in AI-incompatible advanced courses (Year 2),delayed,,,34829,2022-23 cohort (post-ChatGPT exposure),"2021-22 cohort (pre-ChatGPT, baseline)","Raw DiD effect: -0.507 grade points (0-100 scale), SE 0.353, not significant (Table 5 col. 6). Not in SD units.",false,,false,ai_vs_bau,false,true,AI human-capital spillover,difference-in-differences,ITT,observational
kreijkes_etal_2026__sg1,kreijkes_etal_2026,"Kreijkes et al. (2026), Free recall (LLM vs Notes)",-0.21,0.089,-0.38444,-0.03556,Language,Free recall (open response),delayed,,,184,LLM chatbot only,Note-taking only,"Within-subject (Group 1). SE converted to SD units by the delta method from raw B=1.02 (SE 0.43), Table 3.",false,,false,ai_vs_active,false,true,Outcome: Free recall,mixed-effects regression + permutation test,ATE,field_rct
kreijkes_etal_2026__sg2,kreijkes_etal_2026,"Kreijkes et al. (2026), Literal retention (LLM vs LLM+Notes)",-0.13,0.064,-0.25544,-0.00456,Language,Literal retention (cued recall + MC),delayed,,,160,LLM chatbot only,LLM + note-taking,,false,,false,ai_design,false,true,LLM only vs LLM+Notes,mixed-effects regression (linear),ATE,field_rct
kreijkes_etal_2026__sg3,kreijkes_etal_2026,"Kreijkes et al. (2026), Comprehension (LLM vs LLM+Notes)",-0.14,0.072,-0.28112,0.00112,Language,Comprehension (bridging/knowledge-based inferences),delayed,,,160,LLM chatbot only,LLM + note-taking,,false,,false,ai_design,false,true,LLM only vs LLM+Notes,mixed-effects regression (linear),ATE,field_rct
lira_etal_2025__sg1,lira_etal_2025,"Lira et al. (2026), Study 2 immediate, AI vs no-practice",0.47,0.054,0.36416,0.57584,Writing,"Writing quality (test phase, GPT-4o, no AI)",immediate,,,2238,Practice with AI writing tool,No practice,,false,,false,ai_vs_bau,false,true,Active control: no-practice,ANCOVA,ATE,online_rct
lira_etal_2025__sg2,lira_etal_2025,"Lira et al. (2026), Study 3, AI vs Google Search",0.46,0.05,0.362,0.558,Writing,"Writing quality (test phase, GPT-4o, no AI)",immediate,,,2997,Practice with AI writing tool,Practice with Google Search,,false,,false,ai_vs_active,false,true,AI vs Google Search,ANCOVA,ATE,online_rct
lira_etal_2025__sg4,lira_etal_2025,"Lira et al. (2026), Study 4 follow-up, AI vs no-AI practice",0.29,0.106,0.08224,0.49776,Writing,"Writing quality (1-day follow-up, no AI)",delayed,,,608,Practice with AI writing tool,Practice without AI,,false,,false,ai_vs_bau,false,true,1-day follow-up,ANCOVA,ATE,online_rct
lira_etal_2025__sg5,lira_etal_2025,"Lira et al. (2026), Study 4 follow-up, AI example only vs no AI",0.32,0.106,0.11224,0.52776,Writing,"Writing quality (1-day follow-up, no AI)",delayed,,,608,See AI-generated example (no practice),Practice without AI,,false,,false,ai_vs_bau,false,true,Example-only,ANCOVA,ATE,online_rct
liu_etal_2026__sg1,liu_etal_2026,"Liu et al. (2026), Direct-answer AI users (Exp 2)",-0.36,0.095,-0.5462,-0.1738,Math,"Test solve rate, 3 fraction problems (Exp 2 heterogeneity)",immediate,,,466,AI users obtaining direct solutions,No-AI control,,false,,false,ai_vs_bau,false,true,AI use: Direct answers,Two-sample t-test (Cohen's d),"Descriptive contrast (non-causal, self-selected AI-usage groups)",online_rct
liu_etal_2026__sg2,liu_etal_2026,"Liu et al. (2026), Direct answers vs hint-seekers (Exp 2)",-0.29,0.133,-0.55068,-0.02932,Math,"Test solve rate, 3 fraction problems (Exp 2 heterogeneity)",immediate,,,271,AI users obtaining direct solutions,AI users requesting only hints,Descriptive within-AI-arm contrast (t(269)); the paper flags these splits as non-causal. Hint-users vs control is ~null (0.76 vs 0.77).,false,,false,ai_design,false,true,AI use: Direct vs hints,Two-sample t-test (Cohen's d),"Descriptive contrast (non-causal, self-selected AI-usage groups)",online_rct
liu_etal_2026__sg3,liu_etal_2026,"Liu et al. (2026), Direct answers vs non-users (Exp 2)",-0.66,0.184,-1.02064,-0.29936,Math,"Test solve rate, 3 fraction problems (Exp 2 heterogeneity)",immediate,,,226,AI users obtaining direct solutions,AI-arm participants who did not use AI,Descriptive within-AI-arm contrast (t(224)); non-causal. Non-users outperformed the no-AI control (0.89 vs 0.77).,false,,false,ai_design,false,true,AI use: Direct vs non-users,Two-sample t-test (Cohen's d),"Descriptive contrast (non-causal, self-selected AI-usage groups)",online_rct
liu_etal_2026__sg4,liu_etal_2026,"Liu et al. (2026), Exp 1 skip rate",0.25,0.117,0.02,0.48,Math,"Skip rate, 3 fraction test problems (Exp 1)",immediate,,,307,GPT-5 sidebar access,No AI access,,false,,false,ai_vs_bau,false,true,Outcome: Skip rate,t-test (mean comparison),ATE (complete-case),online_rct
liu_etal_2026__sg5,liu_etal_2026,"Liu et al. (2026), Exp 3 skip rate",0.42,0.156,0.11,0.72,Language,"Skip rate, 3 SAT reading test problems (Exp 3)",immediate,,,168,GPT-5 sidebar access,No-AI control with test-tips,,false,,false,ai_vs_active,false,true,Outcome: Skip rate,t-test (mean comparison),ITT,online_rct
chung_etal_2025__sg1,chung_etal_2025,"Chung et al. (2026), Python beginners",0.215,0.0852040816,0.048,0.382,Coding,Standardized Python exam (beginners only),immediate,,,411,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,"Self-identified first-time learners/beginners (53% of sample, N=411). 0.215 SD, p=0.012 reported in sec 4.2; the paper prints no numeric SE/CI for this subgroup (Fig. 3 shows CIs visually), so the CI here is reconstructed by p-value inversion. [2026-07 W. Erda verification]",false,,false,ai_design,false,true,Prior Python skill: Beginner,OLS (subgroup regression),ITT,field_rct
chung_etal_2025__sg2,chung_etal_2025,"Chung et al. (2026), Python experienced",0.008,0.1112244898,-0.21,0.226,Coding,Standardized Python exam (experienced),immediate,,,299,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,"Self-identified intermediate/proficient coders (39% of sample, N=299). 0.008 SD, p=0.941 reported in sec 4.2; the paper prints no numeric SE/CI for this subgroup (Fig. 3 shows CIs visually), so the CI here is reconstructed by p-value inversion. [2026-07 W. Erda verification]",false,,false,ai_design,false,true,Prior Python skill: Experienced,OLS (subgroup regression),ITT,field_rct
chung_etal_2025__sg3,chung_etal_2025,"Chung et al. (2026), Lower-tier schools",0.173,0.0862244898,0.004,0.342,Coding,Standardized Python exam (lower-tier schools),immediate,,,716,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,"N=716 is the combined school-tier interaction sample (Table 15); per-tier N is not reported. 0.173 SD, p=0.045.",false,,false,ai_design,false,true,School tier: Lower,OLS (subgroup regression),ITT,field_rct
chung_etal_2025__sg4,chung_etal_2025,"Chung et al. (2026), Higher-tier schools",0.039,0.1244897959,-0.205,0.283,Coding,Standardized Python exam (higher-tier schools),immediate,,,716,RL adaptive sequencing + GenAI tutor,Fixed sequence + GenAI tutor,"N=716 is the combined school-tier interaction sample (Table 15); per-tier N is not reported. 0.039 SD, p=0.752.",false,,false,ai_design,false,true,School tier: Higher,OLS (subgroup regression),ITT,field_rct
wiles_etal_2024__sg1,wiles_etal_2024,"Wiles et al. (2026), Statistics task with AI",,,,,Coding,Statistics task score (with AI access),immediate,,,330,ChatGPT access + training,Google/Stack Overflow training,"Raw ATE +0.201 on the benchmark-normalized statistics score (SE 0.026, 95% CI [0.15, 0.25], Table B3); not SD units.",false,,false,ai_vs_active,true,true,Task: Statistics,"OLS (treatment-dummy regression, robust SE)",ITT,field_rct
wiles_etal_2024__sg2,wiles_etal_2024,"Wiles et al. (2026), Prediction task with AI",,,,,Coding,Prediction task score (with AI access),immediate,,,298,ChatGPT access + training,Google/Stack Overflow training,"Raw ATE +0.172 on the benchmark-normalized prediction score (SE 0.042, 95% CI [0.09, 0.25], Table B3); not SD units.",false,,false,ai_vs_active,true,true,Task: Prediction,"OLS (treatment-dummy regression, robust SE)",ITT,field_rct
nie_etal_2025__sg1,nie_etal_2025,"Nie et al. (2025), Exam score LATE (ignore missingness)",0.23,,,,Coding,Exam score LATE (ignore missingness),immediate,,,5831,"GPT-4 access (adopters, LATE)",No GPT-4 access,"ES=0.23; raw LATE +4.49pp, 90% BCa CI [-0.31, 9.66] (Table 2; fn. 4 reports [-0.34, 8.98]; pp units). Paper reports no SE.",false,,false,ai_vs_bau,false,true,Spec: LATE ignore missingness,"IV (LATE estimator, E2=E1/P(complier))",LATE,online_rct
nie_etal_2025__sg2,nie_etal_2025,"Nie et al. (2025), Week 6 homework completion (ITT)",,,,,Coding,Week 6 homework completion rate (pp),immediate,,,5831,GPT-4 access,No GPT-4 access,"Raw effect: -4.6pp Week-6 homework completion (SE 1.3, 95% CI [-7.2, -1.9], p=.01; Fig. 3b reports SE 1.34, CI [-7.20, -1.94]). pp units, no SD conversion available.",false,,false,ai_vs_bau,false,true,Outcome: Homework completion,t-test (mean comparison),ITT,online_rct
lehmann_etal_2024__sg1,lehmann_etal_2024,"Lehmann et al. (2024), prior knowledge below median (post-test)",0.0093478261,0.1523913043,-0.2893391304,0.3080347826,Coding,Post-test score (20-question Python coding test),immediate,,,,ChatGPT access during 45-min Python learning phase,No LLM access,,false,,false,ai_vs_bau,false,true,Prior achievement: Below median,OLS (pre-test x treatment interaction),ITT,lab_rct
lehmann_etal_2024__sg2,lehmann_etal_2024,"Lehmann et al. (2024), prior knowledge above median (post-test)",0.5589130435,0.2482608696,0.0723217391,1.0455043478,Coding,Post-test score (20-question Python coding test),immediate,,,,ChatGPT access during 45-min Python learning phase,No LLM access,Above-median level effect = (main + interaction)/4.6 from Table 12; the SE shown is the interaction-term SE as a proxy (the exact level-effect SE needs the unreported covariance).,false,,false,ai_vs_bau,false,true,Prior achievement: Above median,OLS (pre-test x treatment interaction),ITT,lab_rct
